"lat","lon","rssi_1_1","rssi_1_2","rssi_1_3","rssi_2_1","rssi_2_2","rssi_2_3","rssi_3_1","rssi_3_2","rssi_3_3","delay_1","delay_2","delay_3","pontoId"
-8.05447,-34.95606,-92.8761904761905,-98.7371428571429,-88.01,-101.7375,-101.5175,-95.78,-87.81,-83.474,-98.8,6,5,1,7486
-8.05511,-34.95294,-92.48,-95.4357142857143,-97.41,-96.125,-96.1125,-95.9,-84.0666666666667,-81.104,-98.4225,6,4,2,7375
-8.04926,-34.95607,-76.14,-95.2228571428571,-87.51,-98.6366666666667,-96.53,-94.17,-86.1466666666667,-102.228666666667,-90.02,3,6,3,8984
-8.05463,-34.95362,-88.52,-95.3957142857143,-87.33,-93.83,-88.8325,-90.5571428571428,-92.13,-80.492,-95.25,5,4,2,7444
-8.05305,-34.95562,-80.33,-96.3728571428571,-95.91,-100.311428571429,-96.1425,-95.6471428571429,-60.47,-85.818,-86.66,5,5,2,7795
-8.05827,-34.95043,-92.9942857142857,-92.5885714285714,-93.15,-97.0533333333333,-76.4875,-82.0171428571429,-92.33,-82.69,-96.2325,7,4,4,6711
-8.04812,-34.94729,-98.1071428571429,-83.88,-97.0371428571429,-83.94,-99.9375,-100.9,-105.435,-101.744,-96.92,3,3,6,9345
-8.05153,-34.95984,-72.95,-95.7014285714286,-88.01,-99.26,-93.65,-92.7617857142857,-91.5,-99.194,-86.7725,5,7,2,8391
-8.0468,-34.94516,-89.8114285714286,-91.4,-92.2535714285714,-93.03,-90.9375,-80.653373015873,-88.4648333333333,-82.94,-96.92,4,3,7,9550
-8.05824,-34.95052,-92.9942857142857,-92.5885714285714,-93.9,-97.0533333333333,-77.2,-85.1314285714286,-92.33,-84.31,-96.2325,7,4,4,6712
-8.05923,-34.94722,-92.0348809523809,-88.9755844155844,-90.99,-93.99,-81.4455,-83.61,-91.7869444444444,-91.6292727272727,-95.8575,8,3,5,6642
-8.0486,-34.95293,-70.57,-89.39,-70.6571428571429,-85.2,-91.64,-87.4014285714286,-88.76,-99.226,-96.7675,2,4,4,9147
-8.04744,-34.94758,-99.45,-90.01,-89.76,-86.14,-98.8375,-99.3942857142857,-99.38,-102.212,-94.4075,3,3,6,9446
-8.05534,-34.95089,-89.9171428571428,-95.34,-90.3814285714286,-89.09,-81.49375,-76.77,-87.6183333333333,-76.57,-96.3725,6,3,3,7263
-8.05654,-34.95608,-92.3471428571429,-99.0457142857143,-92.73,-100.351666666667,-90.19,-93.8785714285714,-85.83,-73.19,-85.14,6,6,1,6792
-8.04858,-34.94703,-97.9657142857143,-81.5,-99.2121428571429,-83.5,-98.645,-96.1673214285714,-95.915,-101.01,-96.56,3,2,6,9159
-8.0466,-34.94512,-89.22,-88.0960071428571,-92.2535714285714,-90.7866666666667,-90.9375,-78.0426587301587,-87.0581666666667,-82.82,-96.92,4,3,7,9577
-8.05296,-34.95976,-89.4242857142857,-105,-88.6057142857143,-100.931666666667,-98.2575,-90.9114285714286,-82.07,-93.052,-68.02,6,7,1,7807
-8.0472,-34.95395,-74.45,-89.21,-76.8403571428571,-91.4786666666667,-90.3,-91.645,-69.44,-102.828,-95.695,2,5,4,9491
-8.0547,-34.95363,-84.64,-95.3957142857143,-84.95,-93.71,-88.8325,-90.3157142857143,-86.31,-85.564,-95.0325,5,4,2,7435
-8.05211,-34.95677,-88.1528571428571,-98.1085714285714,-87.59,-98.54,-98.52,-93.4214285714286,-67.8783333333333,-95.63,-87.29,5,6,2,8074
-8.04951,-34.95346,-83.45,-93.71,-78.07,-90.83,-90.98,-89.5742857142857,-91.8966666666667,-97.054,-96.2825,3,4,3,8930
-8.05173,-34.94906,-83.96,-89.8885714285714,-89.4642857142857,-72.58,-87.8725,-84.8528571428571,-91.2616666666667,-94.8,-97.6,4,2,4,8307
-8.05168,-34.94921,-95.04,-90.4171428571429,-91.2857142857143,-96.48,-91.095,-86.4728571428571,-91.6983333333333,-94.8,-97.6,4,2,4,8333
-8.04643,-34.95052,-100.5,-77.8537619047619,-82.5267619047619,-94.9,-94.1525,-93.4603571428571,-90.5533333333333,-98.898,-94.4075,2,4,5,9649
-8.04953,-34.95366,-78.4585714285714,-93.96,-87.08,-91.27,-93.23,-89.11,-93.7516666666667,-96.3006666666667,-97.445,3,5,3,8922
-8.0554,-34.95615,-87.1766666666666,-98.5685714285714,-90.4303571428571,-96.1066666666667,-93.49,-92.61,-87.905,-75.39,-94.2117857142857,6,6,1,7215
-8.05565,-34.95492,-94.1357142857143,-97.1028571428571,-94.0585714285714,-95.0616666666667,-92.6075,-90.8514285714286,-79.755,-71.054,-94.9725,6,5,1,6996
-8.05043,-34.94757,-98.64,-90.28,-97.1385714285714,-73.33,-89.5525,-95.79,-92.3833333333333,-96.362,-98.9125,4,2,5,8728
-8.05046,-34.95397,-92.66,-97.97,-90.2157142857143,-98.09,-95.9525,-94.54,-87.395,-98.048,-99.05,3,5,3,8710
-8.05129,-34.94776,-94.0242857142857,-92.7,-96.52,-77.19,-89.73,-93.7271428571429,-98.1016666666667,-98.578,-97.6,4,2,5,8482
-8.05074,-34.94603,-91.0685714285714,-90.42,-93.78,-67.02,-82.195,-91.97,-89.3683333333333,-96.776,-98.9125,4,1,6,8619
-8.04686,-34.95058,-89.02,-76.9042857142857,-85.7128571428571,-93.6866666666667,-94.7625,-89.7132142857143,-90,-99.034,-94.4075,2,4,5,9544
-8.05543,-34.95368,-88.4171428571428,-96.38,-85.47,-92.47,-90.1225,-94.6242857142857,-81.7757142857143,-79.23,-93.745,6,4,2,7196
-8.0486,-34.94559,-98.71,-89.3204761904762,-98.1292857142857,-62.64,-84.73,-80.71,-91.31,-90.834,-96.56,4,2,7,9151
-8.04741,-34.95399,-75.12,-88.9871428571429,-93.84,-91.5303333333333,-87.71,-98.04,-83.63,-102.828,-97.8275,2,5,4,9447
-8.05441,-34.95941,-81.7657142857143,-99.4914285714286,-83.6242857142857,-95.72,-100.225,-88.2328571428572,-74.0433333333333,-88.24,-56.29,6,7,1,7520
-8.05328,-34.9489,-87.4928571428571,-89.0871428571429,-90.1228571428572,-71.27,-78.585,-90.03,-88.5633333333333,-91.602,-97.255,5,2,4,7765
-8.05565,-34.95389,-94.91125,-96.1742857142857,-91.8085714285714,-99.79,-94.97,-91.45,-77.5566666666667,-71.778,-92.655,6,5,2,7000
-8.05146,-34.9477,-93.5428571428571,-91.7614285714286,-96.82,-68.83,-87.96,-94.72,-97.84,-99.818,-97.6,4,2,5,8420
-8.05123,-34.95226,-83.28,-94.6,-81.27,-93.6,-85.69,-89.3257142857143,-90.1766666666667,-94.67,-95.1975,4,4,3,8502
-8.04748,-34.94533,-89.6328571428571,-91.0885714285714,-91.7235714285714,-76.58,-90.9375,-86.78,-87.8358333333333,-81.828,-96.92,4,3,7,9441
-8.04851,-34.95076,-80.7310204081633,-83.57,-83.51,-76.07,-87.5825,-87.7690476190476,-92.46,-98.012,-96.7925,2,4,5,9204
-8.05538,-34.9537,-85.46,-96.14,-88.52,-93.46,-90.0925,-96.0114285714286,-83.185,-79.23,-93.745,6,4,2,7230
-8.05448,-34.95602,-92.8761904761905,-98.7371428571429,-88.4528571428571,-101.6425,-101.5175,-95.78,-79.1533333333333,-83.474,-91.52,6,5,1,7482
-8.04861,-34.94705,-101.24,-86.4247619047619,-99.2121428571429,-88.76,-98.8225,-96.1673214285714,-98.38,-101.01,-96.56,3,2,6,9146
-8.05046,-34.95389,-86.8485714285714,-97.5078571428571,-89.5714285714286,-96.59,-97.4925,-96.41,-87.395,-98.048,-98.36,3,4,3,8712
-8.0485,-34.95173,-83.01,-91.1271428571429,-84.32,-91.02,-95.5,-89.71,-87.9133333333333,-98.012,-98.6525,2,4,4,9210
-8.056,-34.95645,-94.59,-99.1157142857143,-90.0642857142857,-99.79,-92.505,-94.3,-84.5,-78.996,-89.47,6,6,1,6902
-8.05099,-34.95975,-77.22,-95.0071428571429,-81.7585714285714,-99.26,-95.23,-88.9514285714286,-94.9,-102.204,-89.35,5,7,2,8568
-8.05236,-34.94684,-88.3285714285714,-90.7114285714286,-90.0071428571429,-57.04,-82.4825,-83.5942857142857,-89.99,-90.804,-97.6,5,1,5,7937
-8.05051,-34.95488,-83.6578571428571,-99.7896428571429,-80.5028571428571,-99.9166666666667,-98.14875,-91.8178571428572,-83.8488888888889,-98.5686666666667,-93.78,4,5,3,8684
-8.0519,-34.94763,-91.6371428571429,-88.72,-90.7971428571429,-55.84,-75.23,-81.96625,-90.6116666666667,-98.048,-97.6,5,1,5,8209
-8.05412,-34.95746,-102.7,-99.21,-90.2728571428571,-103.375833333333,-101.565,-95.2242857142857,-63.55,-88.874,-87.02,6,6,1,7595
-8.05567,-34.95387,-89.53,-96.1742857142857,-91.8085714285714,-98.9783333333333,-94.97,-94.8442857142857,-75.88,-71.778,-92.2175,6,5,2,6990
-8.04842,-34.94697,-99.4185714285714,-88.7947619047619,-97.515,-80,-99.9125,-104.54,-96.5633333333333,-101.648,-96.56,3,2,6,9261
-8.05845,-34.94983,-101.02,-92.9457142857143,-93.5628571428571,-97.56,-76.4875,-81.7642857142857,-99.67,-92.59,-96.2325,7,4,4,6700
-8.05058,-34.95324,-85.01,-95.3314285714286,-84.05875,-93.3216666666667,-95.135,-93.7128571428571,-91.6633333333333,-100.91,-98.2875,3,4,3,8653
-8.05012,-34.95372,-79.01,-96.0378571428571,-77.57,-95.905,-98.5125,-96.9014285714286,-89.18,-97.054,-99.62,3,4,3,8787
-8.05436,-34.95411,-89.2942857142857,-96.6671428571429,-97.8,-98.3,-89.27,-88.47,-94.125,-97.15,-96.55,5,4,2,7538
-8.05056,-34.9534,-83.7,-94.2814285714286,-80.01,-95.78,-95.135,-93.2114285714286,-91.8233333333333,-96.142,-98.18,3,4,3,8662
-8.04967,-34.95308,-86.6575,-92.6728571428572,-78.25,-83.75,-90.52,-87.1683333333333,-91.8966666666667,-97.358,-96.1725,3,4,4,8883
-8.04952,-34.94744,-96.58,-87.7728571428571,-96.3571428571429,-79.71,-92.7425,-97.0571428571428,-91.1766666666667,-96.186,-98.9125,4,2,6,8926
-8.04806,-34.94762,-95.29,-80.0571428571428,-93.9935714285714,-89.45,-96.65,-99.7914285714286,-107.42,-102.064,-94.4075,3,3,6,9366
-8.05184,-34.94828,-88.0085714285714,-92.2471428571429,-91.87,-68.13,-83.76,-72.32,-88.4683333333333,-91.87,-97.6,4,2,5,8246
-8.05475,-34.94652,-79.61,-82.2907142857143,-78.42,-61.04,-59.92,-72.7242857142857,-89.4516666666667,-88.616,-97.255,6,1,5,7425
-8.0495,-34.94755,-97.65,-87.7728571428571,-96.3571428571429,-91.7,-92.7425,-94.08,-91.9466666666667,-96.186,-98.9125,4,2,6,8935
-8.05162,-34.94978,-91.5657142857143,-92.5071428571429,-90.15,-69.64,-90.53,-85.34,-92.1783333333333,-95.754,-97.2725,4,2,4,8355
-8.04938,-34.95304,-82.32,-91.85,-76.38,-85.89,-92.365,-87.89,-91.8966666666667,-96.186,-96.2825,3,4,4,8959
-8.05524,-34.95356,-84.8714285714286,-95.85,-82.77,-93.6157142857143,-87.1175,-91.7585714285714,-70.38,-81.508,-97.0775,6,4,2,7305
-8.05847,-34.94977,-86.99,-92.9457142857143,-87.05,-97.56,-68.8,-81.9428571428572,-94.0333333333333,-85.59,-96.2325,7,4,4,6697
-8.05117,-34.94775,-94.7157142857143,-97.9,-96.98,-78,-94.3425,-93.64,-97.8733333333333,-98.578,-98.9125,4,2,5,8522
-8.05214,-34.94831,-86.6485714285714,-86.9428571428572,-90.1471428571429,-60.34,-77.925,-83.28,-87.57,-92.284,-97.6,4,2,5,8065
-8.05188,-34.94661,-89.8728571428571,-92.2614285714286,-93.5557142857143,-45.08,-77.96,-86.1114285714286,-92.95,-94.05,-97.6,5,1,6,8225
-8.04865,-34.95062,-85.04,-82.7142857142857,-83.3557142857143,-85.08,-88.34,-83.01,-92.46,-97.496,-96.7925,3,3,5,9125
-8.05279,-34.94862,-87.78,-89.4385714285714,-89.0457142857143,-68.29,-79.4025,-83.61,-90.5616666666667,-92.866,-97.255,5,2,5,7853
-8.05581,-34.95078,-92.28,-92.1585714285714,-91.6666666666667,-78.08,-72.4,-83.9742857142857,-93.4533333333333,-93.204,-96.3725,6,3,3,6946
-8.05285,-34.95556,-88.77,-96.3728571428572,-96.66,-99.8283333333333,-96.1425,-94.3771428571429,-60.47,-89.016,-94.66,5,5,2,7831
-8.04844,-34.95275,-61.38,-89.26,-73.9342857142857,-88.26,-79.88,-87.2328571428571,-88.76,-100.104,-96.8925,2,4,4,9245
-8.05596,-34.95064,-91.2185714285714,-91.7185714285714,-91.9266666666666,-85.84,-78.46,-81.9542857142857,-92.0233333333333,-92.228,-96.3725,6,3,3,6908
-8.04643,-34.95107,-81.6875,-81.77,-81.7510476190476,-94.3518055555556,-96.6925,-94.0532142857143,-97.01,-100.98,-94.4075,1,4,5,9645
-8.05249,-34.94668,-88.4714285714286,-89.4314285714286,-89.3342857142857,-66.48,-78.55,-83.1714285714286,-90.6333333333333,-91.054,-97.255,5,1,5,7914
-8.05451,-34.95941,-80.83,-100.805714285714,-82.1671428571429,-95.72,-100.225,-87.0714285714286,-74.0433333333333,-89.368,-67.58,6,7,1,7473
-8.0505,-34.9541,-93.8742857142857,-98.4607142857143,-88.5342857142857,-99.6,-97.775,-87.65,-88.5333333333333,-96.5766666666667,-101.82,3,5,3,8690
-8.05055,-34.95359,-79.51,-94.275,-85.33,-95.86,-97.5075,-96.13,-82.93,-98.048,-98.1,3,4,3,8665
-8.04704,-34.95059,-90.52,-81.1185714285714,-95.33,-93.945,-93.6175,-91.0142857142857,-84.81,-99.034,-94.4075,2,4,5,9517
-8.05193,-34.94671,-90.2657142857143,-90.2585714285714,-92.4071428571429,-51.47,-80.67,-89.1328571428571,-91.2083333333333,-94.728,-97.6,5,1,6,8190
-8.05328,-34.95398,-93.7014285714286,-96.4985714285714,-84.97,-97.9816666666667,-95.3975,-94.7928571428571,-94.57,-96.198,-96.55,5,4,2,7764
-8.05948,-34.94612,-91.4471428571429,-94.8,-92.2942857142857,-92.8,-79.3775,-69.2685714285714,-90.2566666666667,-89.59,-95.8575,8,3,6,6622
-8.05346,-34.954,-91.47,-96.4985714285714,-91.5928571428571,-96.1716666666667,-97.49,-95.7414285714286,-90.14,-96.35,-96.55,5,4,2,7725
-8.04949,-34.9536,-77.01,-94.1957142857143,-80.1185714285714,-87.21,-96.72,-89.5742857142857,-91.8966666666667,-97.054,-96.2825,3,5,3,8937
-8.05355,-34.94855,-86.1542857142857,-89.0542857142857,-88.4385714285714,-65.46,-67.915,-78.46,-91.935,-89.384,-97.255,5,2,4,7707
-8.05509,-34.94993,-91.1702857142857,-92.5342857142857,-91.6705952380953,-81.71,-74.21,-82.4,-85.69,-84.864,-96.3725,6,3,4,7382
-8.05126,-34.95885,-83.9357142857143,-95.0071428571429,-84.6371428571428,-99.26,-96.0175,-91.0714285714286,-90.1316666666667,-98.266,-78.38,5,7,2,8491
-8.05546,-34.95372,-86.78,-96.38,-91.8042857142857,-103.1,-90.1225,-102.73,-82.1766666666667,-81.34,-93.4,6,4,2,7174
-8.05111,-34.94767,-94.7157142857143,-94.1157142857143,-96.7014285714286,-74.77,-97.46,-95.2057142857143,-101.49,-98.578,-98.9125,4,2,5,8544
-8.0549,-34.95363,-90.5271428571428,-95.3728571428571,-80.26,-98.73,-90.6525,-91.2228571428572,-90.4483333333333,-82.81,-96.49,5,4,2,7406
-8.04905,-34.94705,-96.7028571428571,-85.1985714285714,-90.84,-83.58,-96.4925,-95.5985714285714,-93.2933333333333,-96.518,-96.3575,4,2,6,9032
-8.04924,-34.94572,-97.2157142857143,-85.7728571428571,-92.9,-68.08,-85.0275,-85.6057142857143,-90.4616666666667,-93.536,-96.3575,4,2,6,8991
-8.05607,-34.95065,-91.2185714285714,-89.22,-91.9266666666666,-91.34,-81.495,-80.0514285714286,-92.5433333333333,-91.63,-96.3725,6,3,3,6892
-8.05018,-34.95372,-82.4757142857143,-97.22,-85.0771428571428,-96.97,-98.5125,-96.9014285714286,-86.7141666666667,-97.054,-99.62,3,4,3,8776
-8.05001,-34.94751,-90.72,-85.2121428571429,-97.1114285714286,-87.03,-92.7425,-97.0185714285714,-86.07,-95.518,-98.9125,4,2,6,8812
-8.05524,-34.95172,-90.4,-93.55,-90.6842857142857,-90.175,-85.33,-90.7,-94.9466666666667,-77.434,-96.7,6,4,3,7306
-8.05815,-34.95083,-95.6514285714286,-94.65,-93.2542857142857,-96.3083333333334,-80.1925,-73.58,-93.12,-84.32,-96.2325,7,4,4,6716
-8.05545,-34.95569,-94.4742857142857,-98.5685714285714,-98.48,-98.85,-89.215,-91.9514285714286,-77.1366666666667,-66.178,-91.28,6,5,1,7178
-8.04741,-34.94757,-104.73,-87.1842857142857,-97.5914285714286,-104.35,-98.8375,-99.2328571428571,-99.38,-102.212,-94.4075,3,3,6,9449
-8.05662,-34.95526,-95.2757142857143,-99.86,-93.9542857142857,-98.32,-91.8025,-90.8414285714286,-83.9966666666667,-68.106,-82.84,6,5,1,6776
-8.05043,-34.95485,-82.1221428571429,-99.0082142857143,-80.5028571428571,-99.6783333333333,-98.14875,-90.3078571428571,-85.4738888888889,-99.8606666666667,-95.1425,4,5,3,8727
-8.05282,-34.95555,-90.0114285714286,-96.3728571428571,-87.51,-99.8283333333333,-96.1425,-94.3771428571429,-60.47,-88.31,-86.27,5,5,2,7846
-8.05202,-34.95696,-89.03,-97.5871428571429,-90.05,-98.54,-98.52,-93.4214285714286,-67.8783333333333,-95.63,-84.91,5,6,2,8110
-8.05545,-34.95558,-94.4742857142857,-97.8657142857143,-94.2571428571429,-97.41,-89.4,-92.64,-73.0316666666667,-63,-88.33625,6,5,1,7181
-8.05904,-34.9479,-88.4971428571429,-92.1741558441558,-88.1385714285714,-94.375,-77.19,-74.36,-90.6719444444444,-92.7552727272727,-95.8575,8,3,5,6653
-8.0522,-34.94765,-85.78,-88.78,-91.1357142857143,-50.78,-77.0325,-68.0814285714286,-88.095,-94.332,-97.6,5,1,5,8025
-8.05214,-34.94837,-87.8271428571428,-86.9428571428572,-92.35,-62.22,-85.9925,-81.2557142857143,-87.57,-92.284,-97.6,4,2,5,8061
-8.05641,-34.95071,-91.2185714285714,-91.4785714285714,-91.9266666666666,-90.28,-79.46,-82.9885714285714,-91.6233333333333,-90.598,-95.73,6,3,3,6816
-8.0474,-34.9453,-89.6328571428571,-91.0885714285714,-92.2535714285714,-77.33,-90.9375,-82.2742857142857,-91.44,-81.828,-96.92,4,3,7,9451
-8.05168,-34.95327,-79.76,-94.35,-89.5414285714286,-90.5833333333333,-84.33,-89.6385714285714,-81.57,-96.096,-95.605,4,4,3,8329
-8.05573,-34.95062,-90.7714285714286,-92.2114285714286,-91.6666666666667,-87.78,-83.575,-83.4385714285714,-90.9416666666667,-89.82,-96.3725,6,3,3,6967
-8.05492,-34.95782,-89.6685714285714,-101.18,-88.8985714285714,-97.4416666666667,-100.225,-89.2085714285714,-67.1214285714286,-93.436,-58.77,6,6,0,7401
-8.05517,-34.95788,-89.4185714285714,-99.5742857142857,-87.3442857142857,-97.4416666666667,-100.225,-90.7428571428571,-70.2983333333333,-90.064,-63.27,6,6,0,7340
-8.05166,-34.94781,-96.34,-91.1314285714286,-92.6028571428571,-67,-87.23,-87.58,-91.925,-97.924,-97.6,4,2,5,8342
-8.05104,-34.95947,-83.9357142857143,-95.0071428571429,-90.53,-99.26,-94.9675,-88.9514285714286,-85.83,-99.194,-82.1,5,7,2,8556
-8.05069,-34.95316,-85.77,-95.7885714285714,-89.665,-93.08,-93.6675,-92.21,-92.465,-96.342,-98.2875,3,4,3,8629
-8.04848,-34.95879,-81.33,-92.3842857142857,-83.01,-96.4233333333333,-97.4425,-95.1042857142857,-84.17,-106.544,-89.33,4,7,3,9219
-8.05415,-34.95761,-89.9357142857143,-99.21,-90.2728571428571,-103.1225,-101.565,-95.2242857142857,-63.55,-88.874,-77.33,6,6,1,7588
-8.05202,-34.95093,-85.9157142857143,-93.1328571428571,-89.0014285714286,-84.13,-89.2125,-89.4542857142857,-95.3216666666667,-95.396,-95.605,4,3,4,8117
-8.05054,-34.95368,-82.9157142857143,-96.72,-83.1557142857143,-96.59,-98.5125,-96.13,-99.21,-98.048,-98.1,3,4,3,8671
-8.0556,-34.95431,-90.0257142857143,-96.2,-97.34,-101.05,-91.935,-92.6714285714286,-78.6366666666667,-68.34,-96.91,6,5,2,7045
-8.05462,-34.95603,-92.0228571428571,-98.7371428571429,-93.52,-101.237857142857,-101.5175,-95.78,-91.81,-87.42,-91.77,6,5,1,7449
-8.04817,-34.95943,-75.4428571428572,-88.64,-70.45,-96.4233333333333,-89.64,-95.2039285714286,-83.7533333333333,-106.544,-81.27,4,7,3,9316
-8.05565,-34.95631,-94.73,-99.1157142857143,-91.2628571428571,-96.235,-92.8375,-93.3271428571428,-95.9,-74.986,-93.92,6,6,1,6994
-8.04733,-34.95063,-86.15,-79.5071428571429,-72.82,-88.33,-94.15,-90.2014285714286,-90.0516666666667,-99.034,-94.4075,2,4,5,9467
-8.05568,-34.95393,-95.08,-96.1742857142857,-91.8085714285714,-98.9783333333333,-96.4125,-94.8442857142857,-79.065,-70.57,-93.975,6,5,2,6983
-8.04783,-34.94542,-96.6721428571428,-89.5514285714286,-94.98,-67.83,-90.1575,-85.84,-91.9533333333333,-81.828,-96.92,4,2,7,9404
-8.04809,-34.9475,-97.4,-84.7428571428571,-95.19,-86.76,-99.66,-101.75,-106.07,-102.064,-94.6125,3,3,6,9353
-8.05546,-34.9563,-96.6,-98.5685714285714,-90.1217857142857,-96.4316666666667,-93.13,-94.97,-85.595,-72.8364,-78.15,6,6,1,7164
-8.05552,-34.95499,-94.5885714285714,-97.1028571428571,-94.5242857142857,-95.9516666666667,-92.275,-87.72,-66.2,-66.626,-91.2025,6,5,1,7118
-8.04767,-34.95406,-88.97,-86.1371428571429,-65.83,-92.575,-86.16,-91.6621428571429,-81,-102.828,-97.8275,2,5,4,9420
-8.05305,-34.9465,-91.4557142857143,-84.54,-86.6342857142857,-63.48,-78.995,-74.86,-90.685,-81.59,-97.255,5,1,5,7797
-8.05434,-34.95358,-87.71,-96.6671428571429,-88.27,-93.27,-88.8325,-89.9342857142857,-91.63,-81.302,-95.455,5,4,2,7544
-8.05522,-34.95004,-91.2271428571429,-96.73,-92.3463095238095,-90.28,-78.1325,-81.9114285714286,-88.7783333333333,-83.77,-96.3725,6,3,4,7318
-8.04816,-34.95906,-77.3488571428571,-102.7,-93.9,-96.4233333333333,-96.488125,-95.7967857142857,-84.17,-106.544,-87.83,4,7,3,9329
-8.04951,-34.95306,-79.7785714285714,-88.77,-78.8228571428571,-86.33,-89.71,-86.5426190476191,-91.8966666666667,-96.186,-96.2825,3,4,4,8931
-8.05372,-34.95581,-87.7185714285714,-96.95,-97.41,-102.270833333333,-102.0075,-96.8828571428571,-69.75,-83.666,-88.47,5,5,1,7666
-8.04726,-34.94526,-89.8114285714286,-91.0885714285714,-92.2535714285714,-76.77,-90.9375,-80.0139285714286,-88.4648333333333,-80.4626666666667,-96.92,4,3,7,9483
-8.0505,-34.95407,-99.29,-98.4607142857143,-88.5342857142857,-98.09,-97.775,-95.2428571428571,-88.5333333333333,-97.33,-101.12,3,5,3,8691
-8.05462,-34.95774,-88.5857142857143,-99.5742857142857,-89.2714285714286,-100.090833333333,-100.225,-92.1614285714286,-65.62,-88.874,-71.71,6,6,0,7447
-8.04864,-34.95068,-88.77,-87.58,-95.08,-82.76,-87.8625,-94.4,-92.46,-97.496,-96.7925,3,3,5,9130
-8.05173,-34.94884,-89.4871428571429,-91.34,-90.2657142857143,-74.59,-87.5675,-85.53,-92.7516666666667,-94.252,-97.6,4,2,5,8308
-8.04899,-34.95299,-77.44,-84.5,-72.2214285714286,-91.01,-86.39,-87.6757142857143,-92.765,-99.226,-96.7675,3,4,4,9045
-8.05153,-34.94771,-89.47,-91.4242857142857,-95.8114285714286,-74.96,-87.01,-91.9,-95.1083333333333,-99.818,-97.6,4,2,5,8392
-8.05521,-34.95354,-71.58,-96.14,-91.1671428571429,-95.5433333333333,-87.1175,-91.7585714285714,-90.5,-78.81,-96.9025,6,4,2,7322
